Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Marital status_2,Marital status_3,Marital status_4,Marital status_5,Marital status_6,Daytime/evening attendance	_1,Displaced_1,Educational special needs_1,Debtor_1,Tuition fees up to date_1,Gender_1,Scholarship holder_1,International_1,Target
14,-0.5442367087607966,9,13,-0.17109834636028187,0,0,13,4,5,0.0723564914201217,0.49073114026296516,1.0219465705728052,-0.06997525615558295,-0.1097821453814447,0.20344363091377926,0.25958340214439635,-0.21685739943024201,0.782705331887131,-0.055894145141474054,0.19464807997225594,0.30793173971587706,0.4053784801615727,-0.20147875458126302,0.8643315534465877,-1.1049223787929794,0.34601473469231336,False,False,False,False,False,True,False,False,True,False,True,False,False,0
11,-0.5442367087607966,12,0,-0.930039249837452,0,21,26,9,4,1.6343903003307374,3.564553143211045,-0.3033142986860062,0.3401873991563718,2.240049168682061,0.5341263245065688,-0.01211563877595278,-0.21685739943024201,-0.27892062556746816,0.40306424492106196,1.4135980876880598,-0.029394289127565067,0.2637650962620382,-0.20147875458126302,0.41834326119123244,1.8009616987946866,-0.7440019965771145,True,False,False,False,False,True,False,False,False,False,False,False,False,0
11,-0.5442367087607966,11,11,0.06417333371764042,0,21,26,9,6,-0.43910590618777956,2.094464359192398,-0.3033142986860062,0.3401873991563718,1.3001166430566586,-0.4579217562717998,0.23945754726140756,-0.21685739943024201,-0.27892062556746816,0.40306424492106196,0.19464807997225594,-0.7040463468144493,0.12215171236250376,-0.20147875458126302,1.7191424469360175,-0.6690397671548294,-0.4025509723240408,False,False,False,False,False,True,False,False,False,False,False,True,False,0
3,-0.5442367087607966,12,1,-0.17109834636028187,0,21,26,9,9,0.25205949598505945,1.69353105446004,-0.3033142986860062,0.3401873991563718,0.12520098602490587,-1.1192871434573788,-0.10268198574940236,-0.21685739943024201,-0.27892062556746816,0.40306424492106196,-0.29293192311406563,-1.3786984045013337,-1.8604356622309788,-0.20147875458126302,0.41834326119123244,1.8009616987946866,-0.7440019965771145,False,False,False,False,False,True,True,False,False,True,False,True,False,0
11,-0.5442367087607966,9,0,0.06417333371764042,0,21,19,0,4,-0.4045476360791376,1.1589533148168956,-0.3033142986860062,-0.06997525615558295,0.36018411743125645,-0.7886044498645893,0.13882827284646343,-0.21685739943024201,-0.27892062556746816,-0.055894145141474054,0.9260180846017383,-1.3786984045013337,-1.8604356622309788,-0.20147875458126302,-1.4771069808940258,1.0018435774580785,0.1402686046936663,False,False,False,False,False,True,False,False,False,False,True,False,False,0
7,-0.5442367087607966,16,0,2.1057243640712286,0,18,23,0,0,2.449965474894688,1.2925977497276817,-0.3033142986860062,-0.4801379114675377,-0.1097821453814447,-0.7886044498645893,0.03819899843151929,-0.21685739943024201,-0.27892062556746816,-0.5148525352040101,-0.7805119262003872,-1.3786984045013337,-1.8604356622309788,-0.20147875458126302,-1.4771069808940258,1.0018435774580785,0.1402686046936663,False,False,False,False,False,False,True,False,True,True,True,False,False,0
2,1.7873320997609063,6,0,-1.309509701576037,0,12,26,4,6,-0.9021867256435818,-0.04384659938017916,-0.3033142986860062,-0.4801379114675377,-0.3447652767877953,-1.4499698370501684,-2.0750157642823077,-0.21685739943024201,-0.27892062556746816,-0.5148525352040101,-0.7805119262003872,-1.3786984045013337,-1.8604356622309788,-0.20147875458126302,-1.4771069808940258,1.0018435774580785,0.1402686046936663,False,False,False,False,False,True,True,False,False,True,True,False,False,0
0,-0.5442367087607966,15,0,-1.385403791923754,0,12,26,5,5,-1.1648295784692604,-0.5784243390233235,-0.3033142986860062,0.3401873991563718,0.36018411743125645,-0.12723906267901028,0.03819899843151929,-0.21685739943024201,-0.27892062556746816,0.40306424492106196,-0.29293192311406563,-0.7040463468144493,0.12215171236250376,-0.20147875458126302,1.7191424469360175,-0.6690397671548294,-0.4025509723240408,False,False,False,False,False,True,True,False,False,True,False,False,False,0
11,-0.5442367087607966,1,0,0.5878425571168883,0,21,26,9,9,-1.7661434783596306,0.35708670535217907,-0.3033142986860062,-2.5309511880273114,-1.9896471966322493,-1.4499698370501684,-2.0750157642823077,-0.21685739943024201,-0.27892062556746816,-2.8096444855166904,-1.9994619339161912,-1.3786984045013337,-1.8604356622309788,-0.20147875458126302,1.7191424469360175,-0.6690397671548294,-0.4025509723240408,False,False,False,False,False,True,False,True,False,True,False,False,False,0
13,-0.5442367087607966,16,0,-1.385403791923754,0,21,26,7,8,-0.6671904889048162,3.430908708300259,-0.3033142986860062,-0.4801379114675377,-0.3447652767877953,-0.12723906267901028,0.6084315534495361,-0.21685739943024201,-0.27892062556746816,-0.5148525352040101,0.19464807997225594,-0.029394289127565067,0.32985134208182093,1.0528252567824823,1.7191424469360175,-0.6690397671548294,-0.4025509723240408,True,False,False,False,False,False,False,False,False,True,True,False,False,0
11,-0.5442367087607966,2,11,0.06417333371764042,0,0,0,4,4,0.25205949598505945,0.08979783553060691,-0.3033142986860062,-0.06997525615558295,1.3001166430566586,-1.1192871434573788,-0.06243027598342485,-0.21685739943024201,-0.27892062556746816,-0.5148525352040101,-0.7805119262003872,-1.3786984045013337,-1.8604356622309788,-0.20147875458126302,1.7191424469360175,-0.6690397671548294,-0.4025509723240408,True,False,False,False,False,False,False,False,False,True,True,False,False,0
0,-0.5442367087607966,11,0,0.6637366474646053,0,12,0,11,11,0.11382641555049165,-0.7120687739341096,-0.3033142986860062,0.7503500544683266,-0.1097821453814447,-1.4499698370501684,-2.0750157642823077,3.8733737482391737,-0.27892062556746816,0.862022634983598,-0.04914192157090485,-1.3786984045013337,-1.8604356622309788,3.561433279509973,-0.287804868213079,0.1300783541817786,0.7618845719236211,False,False,False,False,False,True,False,False,False,True,True,False,False,0
11,-0.5442367087607966,2,11,0.06417333371764042,0,21,26,9,9,-1.8214367105334575,1.960819924281612,-0.3033142986860062,-0.06997525615558295,0.36018411743125645,-0.4579217562717998,-0.01211563877595278,-0.21685739943024201,-0.27892062556746816,-0.055894145141474054,-0.29293192311406563,-1.0413723756578914,0.4053784801615727,-0.20147875458126302,0.8643315534465877,-1.1049223787929794,0.34601473469231336,False,False,False,False,False,False,False,False,False,True,False,False,False,0
