Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Marital status_2,Marital status_3,Marital status_4,Marital status_5,Marital status_6,Daytime/evening attendance	_1,Displaced_1,Educational special needs_1,Debtor_1,Tuition fees up to date_1,Gender_1,Scholarship holder_1,International_1,Target
13,-0.5259214274649012,9,13,-0.9635136664559394,0,1,0,1,2,-0.5437125876773764,-0.2942231220747639,3.8858422978143943,2.141305106149781,1.4030601321439102,1.9543653508608254,0.4195104532698785,-0.20775492983056038,3.2111950988364697,1.9171822310531301,1.2549616171479023,2.0966891970874375,0.36232447398996065,-0.1893068246340443,0.931408832420371,-1.1573394259167566,0.34553967877176833,False,False,False,False,False,True,False,False,False,True,True,False,False,2
11,-0.5259214274649012,7,0,0.05855557197859444,0,0,0,11,1,-0.4462034187439316,2.4475836285946975,-0.2881901278622226,-0.461253272320926,-0.82815202226607,-1.4706844788512996,-2.1429776135079037,1.4710695869862087,-0.2646853569759709,-0.4968279843417969,-0.7864811239341171,-1.3850943483547362,-1.9110272279244818,7.762479842442571,0.4598481459545699,1.9140734937153545,-0.8034300003749196,False,False,False,False,False,True,True,False,True,False,True,False,False,0
14,-0.5259214274649012,3,13,0.5968973845891511,0,0,27,9,6,0.9467847088767025,-0.2942231220747639,-0.2881901278622226,-0.027493542575808137,1.1551476705428014,-0.10066454696644966,0.2851864820274947,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,1.765322302418407,0.007619069822133485,0.11187047293158976,-0.1893068246340443,1.5601564143747717,1.223005586798129,-1.8924133107308163,False,False,False,False,False,True,False,False,False,True,True,False,False,1
6,-0.5259214274649012,4,0,-0.5734109036946667,0,0,0,4,4,-0.3904838936391064,-0.7054941346751831,-0.2881901278622226,-0.027493542575808137,-0.580239560664961,0.5843454189759754,0.8534802065145028,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,-0.5313007812988646,0.7039757789105683,0.5614032953440502,-0.1893068246340443,0.3419579743381202,-0.5430568419903343,0.8069732848547756,False,False,False,False,False,True,True,False,False,True,False,False,False,2
7,-0.5259214274649012,11,0,0.7529384896936602,0,21,26,5,5,0.34083487336172746,-0.5684037971417101,-0.2881901278622226,0.8400259169144276,-0.08441463746274318,0.9268504019471878,0.9013054446271758,-0.20775492983056038,-0.2646853569759709,0.9515781448951592,-0.020940096028359816,1.0521541334547857,0.9270844851677371,-0.1893068246340443,-0.28678960761628053,0.14801106492689048,0.7839016045506252,False,False,False,False,False,True,True,False,False,True,False,False,False,2
7,-0.5259214274649012,9,0,-0.49539035114241226,0,21,13,9,8,-0.6621165785251295,-0.2942231220747639,-0.2881901278622226,-0.027493542575808137,0.6593227473405836,0.5843454189759754,0.0010396197839906184,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,0.9997812745126499,-0.3405592847220839,0.3366368841378198,-0.1893068246340443,0.4598481459545699,1.9140734937153545,-0.8034300003749196,False,False,False,False,False,True,True,False,False,True,False,False,False,1
0,1.1515211038175548,13,0,0.12877406927562396,0,10,8,0,0,0.13885159485673512,-0.5684037971417101,-0.2881901278622226,-0.461253272320926,-0.82815202226607,-1.4706844788512996,-2.1429776135079037,-0.20775492983056038,-0.2646853569759709,-0.9796300274207823,-1.0416614665693695,-1.3850943483547362,-1.9110272279244818,-0.1893068246340443,-1.5442847715250827,1.0694349408165238,0.12866588391275494,False,False,False,False,False,True,True,False,False,False,True,False,False,0
8,1.9902423694587827,15,0,-1.1195547715604484,0,12,26,9,6,-1.0451883136208038,-0.43131345960823697,-0.2881901278622226,0.40626618716930973,0.16349782413836575,-1.4706844788512996,-2.1429776135079037,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,-0.5313007812988646,-1.3850943483547362,-1.9110272279244818,-0.1893068246340443,-0.1688994359998308,-0.4662715189995316,0.9131030142538672,False,False,False,False,False,True,True,False,True,False,False,False,False,0
0,-0.5259214274649012,9,0,0.05855557197859444,0,12,26,0,0,0.7378364897336074,-0.5684037971417101,-0.2881901278622226,-0.027493542575808137,0.41141028573947463,-1.4706844788512996,-2.1429776135079037,6.5075431374365165,-0.2646853569759709,-0.014025941262811523,-2.062382837110379,-1.3850943483547362,-1.9110272279244818,-0.1893068246340443,-1.5442847715250827,1.0694349408165238,0.12866588391275494,False,False,False,False,False,True,True,False,False,True,False,False,False,0
7,0.3127998381763268,10,0,0.5968973845891511,0,2,2,2,2,-0.14671097130549546,-0.7054941346751831,-0.2881901278622226,-0.027493542575808137,0.16349782413836575,0.24184043600476285,0.17152773713009292,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,1.5101419597831547,-0.6887376392663013,0.015542010986062546,-0.1893068246340443,-0.8369437418263814,-1.5412660408707703,-1.45866572101279,False,False,False,False,False,True,False,False,False,False,True,False,False,0
0,0.3127998381763268,11,0,0.9870001473504237,0,3,1,2,3,0.06223724783759965,-0.7054941346751831,-0.2881901278622226,0.8400259169144276,-0.08441463746274318,0.9268504019471878,0.2727873462205053,-0.20775492983056038,-0.2646853569759709,0.9515781448951592,-0.020940096028359816,1.0521541334547857,0.3411322123619444,-0.1893068246340443,-0.28678960761628053,0.14801106492689048,0.7839016045506252,False,False,False,False,False,True,True,False,False,True,True,False,False,2
7,-0.5259214274649012,10,0,0.284815174380133,0,21,26,7,7,-0.3277994278961775,-0.43131345960823697,-0.2881901278622226,-0.027493542575808137,1.1551476705428014,-0.4431695299376622,-0.0075708911930851405,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,0.9997812745126499,-0.3405592847220839,0.07976098561641413,-0.1893068246340443,-0.28678960761628053,0.14801106492689048,0.7839016045506252,False,False,False,False,False,True,True,False,False,True,False,False,False,1
0,-0.5259214274649012,11,0,-0.2613286934856487,0,22,27,5,5,-0.3904838936391064,-0.43131345960823697,-0.2881901278622226,0.8400259169144276,-0.08441463746274318,0.9268504019471878,0.4906578754004602,-0.20775492983056038,-0.2646853569759709,0.9515781448951592,-0.020940096028359816,1.0521541334547857,0.5442476549785138,-0.1893068246340443,-0.28678960761628053,0.14801106492689048,0.7839016045506252,False,False,False,False,False,True,True,False,False,True,False,True,False,2
0,-0.5259214274649012,9,0,-1.197575324112703,0,12,13,9,9,-1.0173285510683918,-0.5684037971417101,-0.2881901278622226,-0.027493542575808137,0.16349782413836575,-0.10066454696644966,0.2335234161650394,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,0.9997812745126499,-0.3405592847220839,0.20819893487711696,-0.1893068246340443,-1.0334273611871316,0.14801106492689048,1.6006390873175478,False,False,False,False,False,True,True,False,False,True,True,False,False,0
7,-0.5259214274649012,7,0,-0.18330814093339415,0,0,0,4,5,-0.18153567449601132,-0.7054941346751831,-0.2881901278622226,-0.461253272320926,-0.3323270990638521,-0.10066454696644966,0.33684954788995,-0.20775492983056038,-0.2646853569759709,-0.4968279843417969,-0.5313007812988646,0.35579742436635087,0.40085585876817137,-0.1893068246340443,-1.5442847715250827,1.0694349408165238,0.12866588391275494,False,False,False,False,False,True,False,False,False,True,False,False,False,2
16,-0.5259214274649012,3,0,-0.18330814093339415,0,12,0,9,9,0.25029064506638543,-0.2942231220747639,2.958279536552924,2.575064835894899,2.8905349017505637,1.9543653508608254,0.2955190951999859,-0.20775492983056038,2.631881689534396,2.882786317211101,1.765322302418407,1.7485108425432203,0.2938242343842523,-0.1893068246340443,-1.0334273611871316,0.14801106492689048,1.6006390873175478,False,False,False,False,False,True,False,False,True,True,True,False,False,1
0,-0.5259214274649012,11,0,-0.4173697985901577,0,2,0,2,8,-0.3486942498104868,-0.43131345960823697,-0.2881901278622226,0.40626618716930973,0.41141028573947463,0.24184043600476285,0.7453321886424301,-0.20775492983056038,-0.2646853569759709,0.9515781448951592,0.2342402466068926,1.400332487999003,0.6363254324127929,-0.1893068246340443,0.3419579743381202,-0.5430568419903343,0.8069732848547756,False,False,False,False,False,True,False,False,False,True,True,False,False,1
7,0.3127998381763268,10,0,-1.9777808496352483,0,9,13,5,5,-1.644173208497677,-0.43131345960823697,-0.2881901278622226,-0.027493542575808137,1.8988850553461283,-1.1281794958800873,-0.07645497900969231,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,0.9997812745126499,-1.3850943483547362,-1.9110272279244818,-0.1893068246340443,-0.28678960761628053,0.14801106492689048,0.7839016045506252,False,False,False,False,False,True,True,False,False,True,False,False,False,0
0,-0.5259214274649012,15,0,2.1573084356342416,0,0,26,9,9,1.3646811471628928,-0.5684037971417101,-0.2881901278622226,-0.027493542575808137,0.6593227473405836,-0.4431695299376622,-0.0075708911930851405,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,0.489420589242145,0.35579742436635087,0.36232447398996065,-0.1893068246340443,-0.8369437418263814,-1.5412660408707703,-1.45866572101279,False,False,False,False,False,True,True,False,False,True,False,False,False,1
13,-0.5259214274649012,14,0,-0.8854931139036849,0,0,2,9,3,-0.18153567449601132,-0.15713278454129084,-0.2881901278622226,-0.8950130020660438,-1.076064483867179,-1.4706844788512996,-2.1429776135079037,6.5075431374365165,-0.2646853569759709,-0.4968279843417969,-0.020940096028359816,-0.3405592847220839,0.40085585876817137,-0.1893068246340443,-0.28678960761628053,0.14801106492689048,0.7839016045506252,False,False,False,False,False,True,False,False,False,False,True,False,False,0
11,-0.5259214274649012,6,11,0.05855557197859444,0,0,13,4,5,-1.8391915463645656,0.25413822805912833,-0.2881901278622226,-0.461253272320926,1.1551476705428014,-1.1281794958800873,0.13019728444012885,-0.20775492983056038,-0.2646853569759709,-0.4968279843417969,0.7446009318773974,-1.0369159938105188,0.015542010986062546,-0.1893068246340443,0.931408832420371,-1.1573394259167566,0.34553967877176833,False,False,False,False,False,True,False,False,False,True,True,False,False,1
2,0.3127998381763268,15,0,-0.6514314562469213,0,12,13,3,3,-0.8710647976682246,-0.5684037971417101,-0.2881901278622226,-0.027493542575808137,-0.08441463746274318,0.5843454189759754,0.474617723523164,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,-0.27612043866361224,0.7039757789105683,0.40085585876817137,-0.1893068246340443,0.4598481459545699,1.9140734937153545,-0.8034300003749196,False,False,False,False,False,True,True,False,False,True,False,True,False,2
14,-0.5259214274649012,9,13,0.5968973845891511,0,21,13,28,14,0.6751520239906784,-0.2942231220747639,1.1031540140299831,-0.027493542575808137,-0.08441463746274318,-0.4431695299376622,0.33684954788995,-0.20775492983056038,0.8939414616281759,-0.014025941262811523,-0.5313007812988646,-0.6887376392663013,0.4971843207136986,-0.1893068246340443,0.3419579743381202,-0.5430568419903343,0.8069732848547756,False,False,False,False,False,True,True,False,True,True,False,False,False,1
0,0.3127998381763268,11,0,0.5188768320368966,0,22,26,9,7,-0.09795638683877307,-0.5684037971417101,-0.2881901278622226,0.40626618716930973,-0.3323270990638521,0.5843454189759754,0.5228365849947891,-0.20775492983056038,-0.2646853569759709,0.46877610181617385,-0.27612043866361224,0.7039757789105683,0.5742470902701204,-0.1893068246340443,-1.5442847715250827,1.0694349408165238,0.12866588391275494,False,False,False,False,False,True,True,False,False,True,False,True,False,2
0,2.8289636351000107,8,0,0.12877406927562396,0,2,1,2,2,0.5776428550572337,-0.15713278454129084,0.17559125276851267,-0.461253272320926,0.41141028573947463,-0.10066454696644966,0.2851864820274947,-0.20775492983056038,-0.2646853569759709,-0.4968279843417969,0.489420589242145,-0.3405592847220839,0.20819893487711696,-0.1893068246340443,-1.5442847715250827,1.0694349408165238,0.12866588391275494,False,False,False,False,False,True,False,False,False,True,True,False,False,1
0,-0.5259214274649012,14,0,2.46939064584326,0,12,0,9,9,2.4233521241545737,-0.7054941346751831,-0.2881901278622226,-0.027493542575808137,-0.3323270990638521,0.5843454189759754,1.0748933459250256,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,-0.27612043866361224,0.7039757789105683,1.199005972031111,-0.1893068246340443,0.931408832420371,-1.1573394259167566,0.34553967877176833,False,False,False,False,False,True,False,False,False,True,True,True,False,2
5,-0.5259214274649012,9,0,0.5968973845891511,11,12,13,9,6,0.9467847088767025,-0.2942231220747639,-0.2881901278622226,-0.027493542575808137,-0.3323270990638521,0.5843454189759754,0.4057336357065572,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,-0.27612043866361224,0.7039757789105683,0.676080035755392,-0.1893068246340443,-0.1688994359998308,-0.4662715189995316,0.9131030142538672,False,False,False,False,False,True,False,False,False,True,True,False,True,2
6,0.3127998381763268,4,0,0.3628357269323875,0,0,0,3,1,1.0303639965339397,-0.5684037971417101,-0.2881901278622226,-0.027493542575808137,0.6593227473405836,0.24184043600476285,0.17152773713009292,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,-0.27612043866361224,0.7039757789105683,0.40085585876817137,-0.1893068246340443,-0.8369437418263814,-1.5412660408707703,-1.45866572101279,False,False,False,False,False,True,True,False,True,True,True,False,False,2
3,-0.5259214274649012,3,2,-0.18330814093339415,0,2,2,6,2,0.25029064506638543,0.8024995781930206,0.17559125276851267,-0.027493542575808137,0.41141028573947463,0.5843454189759754,1.3930722277445913,-0.20775492983056038,0.8939414616281759,-0.014025941262811523,0.2342402466068926,0.7039757789105683,1.0889163012362228,-0.1893068246340443,0.931408832420371,-1.1573394259167566,0.34553967877176833,False,False,False,False,False,True,True,False,False,True,True,False,False,2
0,-0.5259214274649012,3,0,1.2210618050071873,0,0,13,31,44,1.1905576312103134,-0.7054941346751831,-0.2881901278622226,-0.027493542575808137,-0.580239560664961,0.24184043600476285,0.9568063382394134,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,-0.020940096028359816,0.007619069822133485,0.8824981684958074,-0.1893068246340443,-1.0334273611871316,0.14801106492689048,1.6006390873175478,False,False,False,False,False,True,False,False,True,True,True,False,False,2
0,-0.5259214274649012,16,0,0.9089795947981693,0,12,13,9,9,1.7407879416204644,0.6654092406595475,-0.2881901278622226,-0.461253272320926,-0.82815202226607,0.24184043600476285,0.33684954788995,-0.20775492983056038,-0.2646853569759709,-0.4968279843417969,-0.5313007812988646,0.35579742436635087,0.32379308921174954,-0.1893068246340443,-1.5442847715250827,1.0694349408165238,0.12866588391275494,True,False,False,False,False,False,False,False,False,True,False,False,False,2
14,-0.5259214274649012,9,0,-0.9635136664559394,0,21,26,6,9,-0.37655401236289987,-0.2942231220747639,1.1031540140299831,-0.027493542575808137,-0.580239560664961,0.5843454189759754,0.4057336357065572,-0.20775492983056038,0.8939414616281759,-0.014025941262811523,-0.020940096028359816,0.7039757789105683,0.2724179095074686,-0.1893068246340443,0.931408832420371,-1.1573394259167566,0.34553967877176833,False,False,False,False,False,True,False,False,False,True,False,True,False,2
7,-0.5259214274649012,11,0,0.3628357269323875,0,22,26,7,5,0.31994005144741716,-0.7054941346751831,-0.2881901278622226,0.8400259169144276,-0.08441463746274318,1.2693553849184003,0.6946162789874527,-0.20775492983056038,-0.2646853569759709,0.9515781448951592,-0.020940096028359816,1.400332487999003,0.7343931582545592,-0.1893068246340443,-0.8369437418263814,-1.5412660408707703,-1.45866572101279,False,False,False,False,False,True,True,False,False,True,False,True,False,2
0,1.9902423694587827,11,0,-0.2613286934856487,0,21,26,9,9,-0.648186697248924,0.9395899157264936,-0.2881901278622226,0.40626618716930973,-0.3323270990638521,0.9268504019471878,0.8933345716083974,-0.20775492983056038,-0.2646853569759709,0.9515781448951592,-0.020940096028359816,1.400332487999003,0.9716019957954202,-0.1893068246340443,0.3419579743381202,-0.5430568419903343,0.8069732848547756,False,False,False,False,False,True,True,False,False,True,False,False,False,2
11,-0.5259214274649012,3,0,0.5968973845891511,0,21,26,9,4,0.9467847088767025,1.625041603393859,-0.2881901278622226,-0.027493542575808137,1.8988850553461283,-0.10066454696644966,0.33684954788995,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,0.7446009318773974,-0.3405592847220839,0.07976098561641413,-0.1893068246340443,0.931408832420371,-1.1573394259167566,0.34553967877176833,False,False,False,False,False,True,False,False,False,True,True,False,False,0
0,1.1515211038175548,4,0,1.0650206999026783,0,18,23,0,0,1.1975225718484162,-0.7054941346751831,-0.2881901278622226,-0.027493542575808137,-0.580239560664961,0.5843454189759754,0.4401756796148606,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,-0.5313007812988646,0.7039757789105683,0.5935127826592258,-0.1893068246340443,-1.5442847715250827,1.0694349408165238,0.12866588391275494,False,False,False,False,False,True,True,False,False,True,False,False,False,0
15,-0.5259214274649012,6,0,-0.2613286934856487,0,1,26,2,9,-0.33476436853428126,-0.5684037971417101,-0.2881901278622226,-0.461253272320926,0.41141028573947463,-1.4706844788512996,-2.1429776135079037,-0.20775492983056038,-0.2646853569759709,-0.4968279843417969,-0.27612043866361224,-1.0369159938105188,0.015542010986062546,-0.1893068246340443,-1.5442847715250827,1.0694349408165238,0.12866588391275494,False,False,False,False,False,True,True,False,False,True,True,False,False,1
7,-0.5259214274649012,8,0,-1.1195547715604484,0,12,13,9,9,-0.29297472470566166,-0.5684037971417101,-0.2881901278622226,-0.461253272320926,0.6593227473405836,-0.4431695299376622,0.061313196623521665,-0.20775492983056038,-0.2646853569759709,-0.4968279843417969,0.2342402466068926,0.007619069822133485,0.06370624195882615,-0.1893068246340443,-0.1688994359998308,-0.4662715189995316,0.9131030142538672,False,False,False,False,False,True,False,False,False,True,False,False,False,2
0,0.3127998381763268,14,0,0.5968973845891511,0,0,0,4,3,0.36172969527603577,-0.7054941346751831,-0.2881901278622226,-0.027493542575808137,-0.580239560664961,0.5843454189759754,0.474617723523164,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,-0.5313007812988646,0.7039757789105683,0.3045273968226442,-0.1893068246340443,1.8352334814798217,-0.6966274879719399,-0.443511787630174,False,False,False,False,False,True,False,False,False,True,True,True,False,2
4,-0.5259214274649012,5,0,0.5968973845891511,0,12,13,4,5,0.9467847088767025,-0.2942231220747639,-0.2881901278622226,-0.461253272320926,-0.580239560664961,0.24184043600476285,0.7914845274795564,-0.20775492983056038,-0.2646853569759709,-0.4968279843417969,-0.7864811239341171,0.35579742436635087,0.940295245663124,-0.1893068246340443,-0.28678960761628053,0.14801106492689048,0.7839016045506252,False,False,False,False,False,True,True,False,False,True,False,False,False,2
0,-0.5259214274649012,7,0,-0.49539035114241226,0,12,0,9,9,-0.27207990279135236,0.25413822805912833,-0.2881901278622226,-0.461253272320926,1.4030601321439102,-0.10066454696644966,0.6468279430646817,3.149894103802978,-0.2646853569759709,-0.4968279843417969,0.489420589242145,0.007619069822133485,0.8343339375230439,-0.1893068246340443,-0.8369437418263814,-1.5412660408707703,-1.45866572101279,False,False,False,False,False,True,True,False,False,False,False,False,False,0
3,-0.5259214274649012,12,2,0.5968973845891511,0,2,2,2,2,0.9467847088767025,2.0363126159942784,-0.2881901278622226,0.40626618716930973,-0.08441463746274318,-0.4431695299376622,0.474617723523164,-0.20775492983056038,-0.2646853569759709,-0.4968279843417969,-0.7864811239341171,-1.3850943483547362,-1.9110272279244818,-0.1893068246340443,0.931408832420371,-1.1573394259167566,0.34553967877176833,False,False,False,False,False,True,False,False,True,False,True,False,False,0
7,-0.5259214274649012,12,0,0.05075351672336943,0,22,26,9,9,-0.1397460306673917,-0.7054941346751831,-0.2881901278622226,0.40626618716930973,-0.3323270990638521,0.9268504019471878,0.6054974903747177,-0.20775492983056038,-0.2646853569759709,0.9515781448951592,-0.020940096028359816,1.400332487999003,1.0029087459277164,-0.1893068246340443,1.5601564143747717,1.223005586798129,-1.8924133107308163,False,False,False,False,False,True,True,False,False,True,False,True,False,2
0,0.3127998381763268,11,0,0.05855557197859444,0,21,26,9,9,-1.9088409527455974,-0.15713278454129084,-0.2881901278622226,0.40626618716930973,0.16349782413836575,0.5843454189759754,0.5090597674314677,-0.20775492983056038,-0.2646853569759709,0.9515781448951592,0.9997812745126499,0.7039757789105683,0.4971843207136986,-0.1893068246340443,1.8352334814798217,-0.6966274879719399,-0.443511787630174,False,False,False,False,False,True,True,False,False,True,True,False,False,1
0,-0.5259214274649012,14,0,-0.5734109036946667,0,2,13,2,3,-0.04920180237205068,-0.5684037971417101,-0.2881901278622226,-0.027493542575808137,-0.580239560664961,0.5843454189759754,0.5435018113397712,-0.20775492983056038,-0.2646853569759709,-0.014025941262811523,-0.27612043866361224,0.7039757789105683,0.3366368841378198,-0.1893068246340443,-1.0334273611871316,0.14801106492689048,1.6006390873175478,False,False,False,False,False,True,True,False,False,True,False,False,False,2
0,0.3127998381763268,11,0,0.12877406927562396,0,12,13,9,9,-0.0422368617339479,-0.7054941346751831,-0.2881901278622226,0.40626618716930973,-0.08441463746274318,0.9268504019471878,0.9400158418341154,-0.20775492983056038,-0.2646853569759709,0.9515781448951592,-0.020940096028359816,1.400332487999003,1.047219838422659,-0.1893068246340443,1.5601564143747717,1.223005586798129,-1.8924133107308163,False,False,False,False,False,True,True,False,False,True,False,False,False,2
0,-0.5259214274649012,16,0,-0.9635136664559394,0,21,13,9,9,0.5985376769715439,1.2137705907934397,-0.2881901278622226,-0.461253272320926,-0.82815202226607,0.24184043600476285,0.9154758855494494,-0.20775492983056038,-0.2646853569759709,-0.4968279843417969,-0.7864811239341171,0.35579742436635087,0.824701091328491,-0.1893068246340443,-1.5442847715250827,1.0694349408165238,0.12866588391275494,True,False,False,False,False,False,True,False,False,True,True,False,False,2
0,0.3127998381763268,6,0,-0.49539035114241226,0,0,27,19,42,-0.27207990279135236,-0.43131345960823697,-0.2881901278622226,-0.461253272320926,-0.3323270990638521,0.24184043600476285,0.08886683175016476,-0.20775492983056038,-0.2646853569759709,-0.4968279843417969,0.2342402466068926,-0.3405592847220839,0.40085585876817137,-0.1893068246340443,-1.0334273611871316,0.14801106492689048,1.6006390873175478,False,False,False,False,False,True,True,False,False,True,True,False,False,1
11,0.3127998381763268,12,0,0.05855557197859444,0,2,0,2,4,0.6751520239906784,0.39122856559260144,-0.2881901278622226,0.40626618716930973,-0.3323270990638521,-0.7856745129088747,0.2851864820274947,-0.20775492983056038,-0.2646853569759709,-0.4968279843417969,0.489420589242145,-1.3850943483547362,-1.9110272279244818,-0.1893068246340443,0.3419579743381202,-0.5430568419903343,0.8069732848547756,False,False,False,False,False,True,False,False,False,True,True,False,False,0
11,-0.5259214274649012,2,0,0.5968973845891511,0,12,0,9,8,-1.4909445144594071,0.39122856559260144,-0.2881901278622226,-0.027493542575808137,1.4030601321439102,-0.4431695299376622,0.061313196623521665,1.4710695869862087,-0.2646853569759709,-0.014025941262811523,0.2342402466068926,0.35579742436635087,0.2467303196553277,-0.1893068246340443,1.5601564143747717,1.223005586798129,-1.8924133107308163,False,False,False,False,False,False,False,False,False,True,False,False,False,1
